Date : 2026-07-16 17:36:11
Directory : c:\Users\sahil\Downloads\am_group_main_dashboard
Total : 896 files,  213753 codes, 4627 comments, 17249 blanks, all 235629 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| app\admin (Files)                                                                                                               |          1 |         15 |          0 |          3 |         18 |
| app\admin\permissions                                                                                                           |          1 |         10 |          0 |          2 |         12 |
| app\admin\roles                                                                                                                 |          1 |          4 |          0 |          2 |          6 |
| app\admin\settings                                                                                                              |          1 |          4 |          0 |          2 |          6 |
| app\admin\users                                                                                                                 |          1 |          4 |          0 |          2 |          6 |
| app\am-finance                                                                                                                  |          1 |         25 |          1 |          5 |         31 |
| app\api                                                                                                                         |        167 |     35,869 |        342 |      3,201 |     39,412 |
| app\api\admin                                                                                                                   |         11 |      1,438 |         52 |        164 |      1,654 |
| app\api\admin\access-matrix                                                                                                     |          1 |        115 |         16 |         15 |        146 |
| app\api\admin\activity-logs                                                                                                     |          1 |         79 |          0 |          9 |         88 |
| app\api\admin\audit                                                                                                             |          1 |         99 |          3 |         10 |        112 |
| app\api\admin\data-freshness                                                                                                    |          1 |        100 |         10 |         11 |        121 |
| app\api\admin\email-logs                                                                                                        |          1 |         50 |          2 |         10 |         62 |
| app\api\admin\overview                                                                                                          |          1 |         61 |          0 |          6 |         67 |
| app\api\admin\permissions                                                                                                       |          1 |        188 |          2 |         17 |        207 |
| app\api\admin\reset-test-data                                                                                                   |          1 |         73 |          6 |          9 |         88 |
| app\api\admin\roles                                                                                                             |          1 |         83 |          2 |         13 |         98 |
| app\api\admin\settings                                                                                                          |          1 |         97 |          0 |         16 |        113 |
| app\api\admin\users                                                                                                             |          1 |        493 |         11 |         48 |        552 |
| app\api\am-finance                                                                                                              |          4 |      1,711 |          2 |        189 |      1,902 |
| app\api\am-finance (Files)                                                                                                      |          1 |        703 |          2 |         77 |        782 |
| app\api\am-finance\analytics                                                                                                    |          1 |        868 |          0 |         93 |        961 |
| app\api\am-finance\audit                                                                                                        |          1 |         89 |          0 |          9 |         98 |
| app\api\am-finance\duplicates                                                                                                   |          1 |         51 |          0 |         10 |         61 |
| app\api\auth                                                                                                                    |          4 |        179 |         17 |         32 |        228 |
| app\api\auth\login                                                                                                              |          1 |         81 |          5 |         10 |         96 |
| app\api\auth\logout                                                                                                             |          1 |         19 |          9 |          9 |         37 |
| app\api\auth\permissions                                                                                                        |          1 |         33 |          0 |          6 |         39 |
| app\api\auth\user                                                                                                               |          1 |         46 |          3 |          7 |         56 |
| app\api\brands                                                                                                                  |        114 |     30,069 |        193 |      2,405 |     32,667 |
| app\api\brands\hyundai                                                                                                          |         20 |      8,814 |         10 |        616 |      9,440 |
| app\api\brands\hyundai\business-excellence                                                                                      |         15 |      7,604 |          5 |        511 |      8,120 |
| app\api\brands\hyundai\business-excellence (Files)                                                                              |          1 |        313 |          0 |         36 |        349 |
| app\api\brands\hyundai\business-excellence\ai-summary                                                                           |          1 |        445 |          0 |         65 |        510 |
| app\api\brands\hyundai\business-excellence\complaints                                                                           |          1 |        752 |          0 |         28 |        780 |
| app\api\brands\hyundai\business-excellence\freshness                                                                            |          1 |        245 |          0 |          8 |        253 |
| app\api\brands\hyundai\business-excellence\open-ro                                                                              |          1 |        529 |          0 |         29 |        558 |
| app\api\brands\hyundai\business-excellence\overview                                                                             |          1 |      1,371 |          0 |         59 |      1,430 |
| app\api\brands\hyundai\business-excellence\performance-intelligence                                                             |          1 |        445 |          0 |         30 |        475 |
| app\api\brands\hyundai\business-excellence\ro-billing-analysis                                                                  |          1 |      1,593 |          5 |        144 |      1,742 |
| app\api\brands\hyundai\business-excellence\ro-billing-report                                                                    |          1 |        320 |          0 |         15 |        335 |
| app\api\brands\hyundai\business-excellence\rows                                                                                 |          1 |         19 |          0 |          5 |         24 |
| app\api\brands\hyundai\business-excellence\service-dashboard-export                                                             |          1 |         32 |          0 |          3 |         35 |
| app\api\brands\hyundai\business-excellence\service-dashboard-preview                                                            |          1 |         29 |          0 |          3 |         32 |
| app\api\brands\hyundai\business-excellence\sot                                                                                  |          1 |        522 |          0 |         39 |        561 |
| app\api\brands\hyundai\business-excellence\workshop-performance                                                                 |          1 |        957 |          0 |         41 |        998 |
| app\api\brands\hyundai\business-excellence\workshop-summary                                                                     |          1 |         32 |          0 |          6 |         38 |
| app\api\brands\hyundai\repair-orders                                                                                            |          1 |        298 |          0 |         15 |        313 |
| app\api\brands\hyundai\warranty-claims                                                                                          |          4 |        912 |          5 |         90 |      1,007 |
| app\api\brands\hyundai\warranty-claims (Files)                                                                                  |          1 |        646 |          5 |         71 |        722 |
| app\api\brands\hyundai\warranty-claims\actions                                                                                  |          1 |        201 |          0 |         13 |        214 |
| app\api\brands\hyundai\warranty-claims\dealer-mappings                                                                          |          1 |         35 |          0 |          3 |         38 |
| app\api\brands\hyundai\warranty-claims\evidence                                                                                 |          1 |         30 |          0 |          3 |         33 |
| app\api\brands\hyundai\warranty-claims\evidence\[id]                                                                            |          1 |         30 |          0 |          3 |         33 |
| app\api\brands\kia                                                                                                              |         70 |     11,238 |        177 |      1,049 |     12,464 |
| app\api\brands\kia\approvals                                                                                                    |          4 |        277 |          6 |         35 |        318 |
| app\api\brands\kia\approvals (Files)                                                                                            |          1 |         81 |          0 |          5 |         86 |
| app\api\brands\kia\approvals\[id]                                                                                               |          1 |        123 |          6 |         18 |        147 |
| app\api\brands\kia\approvals\[id]\action                                                                                        |          1 |        123 |          6 |         18 |        147 |
| app\api\brands\kia\approvals\list                                                                                               |          1 |         27 |          0 |          4 |         31 |
| app\api\brands\kia\approvals\upload                                                                                             |          1 |         46 |          0 |          8 |         54 |
| app\api\brands\kia\bookings                                                                                                     |         17 |        890 |         42 |        117 |      1,049 |
| app\api\brands\kia\bookings (Files)                                                                                             |          1 |         95 |          1 |         12 |        108 |
| app\api\brands\kia\bookings\[id]                                                                                                |         13 |        460 |         13 |         60 |        533 |
| app\api\brands\kia\bookings\[id] (Files)                                                                                        |          1 |         96 |          0 |          7 |        103 |
| app\api\brands\kia\bookings\[id]\accounts-verify                                                                                |          1 |         60 |          3 |          7 |         70 |
| app\api\brands\kia\bookings\[id]\allot                                                                                          |          1 |         27 |          0 |          4 |         31 |
| app\api\brands\kia\bookings\[id]\cancel                                                                                         |          1 |         26 |          0 |          4 |         30 |
| app\api\brands\kia\bookings\[id]\deliver                                                                                        |          1 |         26 |          0 |          4 |         30 |
| app\api\brands\kia\bookings\[id]\finance                                                                                        |          1 |         26 |          0 |          4 |         30 |
| app\api\brands\kia\bookings\[id]\hold                                                                                           |          1 |         30 |          3 |          4 |         37 |
| app\api\brands\kia\bookings\[id]\matching-vehicles                                                                              |          1 |         39 |          0 |          5 |         44 |
| app\api\brands\kia\bookings\[id]\payment                                                                                        |          1 |         28 |          3 |          5 |         36 |
| app\api\brands\kia\bookings\[id]\proforma                                                                                       |          1 |         26 |          0 |          4 |         30 |
| app\api\brands\kia\bookings\[id]\release                                                                                        |          1 |         27 |          0 |          4 |         31 |
| app\api\brands\kia\bookings\[id]\tracking-link                                                                                  |          1 |         22 |          4 |          4 |         30 |
| app\api\brands\kia\bookings\[id]\transfer                                                                                       |          1 |         27 |          0 |          4 |         31 |
| app\api\brands\kia\bookings\check-stock                                                                                         |          1 |         44 |          1 |          9 |         54 |
| app\api\brands\kia\bookings\extract-id-document                                                                                 |          1 |        135 |         18 |         14 |        167 |
| app\api\brands\kia\bookings\verify-cost-sheet                                                                                   |          1 |        156 |          9 |         22 |        187 |
| app\api\brands\kia\business-excellence                                                                                          |         14 |      6,465 |          0 |        516 |      6,981 |
| app\api\brands\kia\business-excellence (Files)                                                                                  |          1 |        329 |          0 |         38 |        367 |
| app\api\brands\kia\business-excellence\ai-summary                                                                               |          1 |        446 |          0 |         65 |        511 |
| app\api\brands\kia\business-excellence\complaints                                                                               |          1 |        748 |          0 |         26 |        774 |
| app\api\brands\kia\business-excellence\freshness                                                                                |          1 |        124 |          0 |         14 |        138 |
| app\api\brands\kia\business-excellence\open-ro                                                                                  |          1 |        523 |          0 |         35 |        558 |
| app\api\brands\kia\business-excellence\overview                                                                                 |          1 |      1,099 |          0 |         61 |      1,160 |
| app\api\brands\kia\business-excellence\performance-intelligence                                                                 |          1 |        450 |          0 |         30 |        480 |
| app\api\brands\kia\business-excellence\ro-billing-analysis                                                                      |          1 |      1,691 |          0 |        148 |      1,839 |
| app\api\brands\kia\business-excellence\rows                                                                                     |          1 |         17 |          0 |          5 |         22 |
| app\api\brands\kia\business-excellence\service-dashboard-email                                                                  |          1 |         51 |          0 |          8 |         59 |
| app\api\brands\kia\business-excellence\service-dashboard-export                                                                 |          1 |         36 |          0 |          6 |         42 |
| app\api\brands\kia\business-excellence\service-dashboard-preview                                                                |          1 |         34 |          0 |          6 |         40 |
| app\api\brands\kia\business-excellence\workshop-performance                                                                     |          1 |        885 |          0 |         68 |        953 |
| app\api\brands\kia\business-excellence\workshop-summary                                                                         |          1 |         32 |          0 |          6 |         38 |
| app\api\brands\kia\call-analytics                                                                                               |          1 |         30 |          2 |          3 |         35 |
| app\api\brands\kia\call-center                                                                                                  |          5 |        127 |          4 |         16 |        147 |
| app\api\brands\kia\call-center (Files)                                                                                          |          1 |         22 |          0 |          3 |         25 |
| app\api\brands\kia\call-center\agent-phone                                                                                      |          1 |         21 |          0 |          3 |         24 |
| app\api\brands\kia\call-center\call                                                                                             |          1 |         21 |          0 |          3 |         24 |
| app\api\brands\kia\call-center\disposition                                                                                      |          1 |         28 |          0 |          3 |         31 |
| app\api\brands\kia\call-center\webhook                                                                                          |          1 |         35 |          4 |          4 |         43 |
| app\api\brands\kia\demo-cars-list                                                                                               |          1 |        536 |          6 |         48 |        590 |
| app\api\brands\kia\demo-job-cards                                                                                               |          1 |        422 |          0 |         51 |        473 |
| app\api\brands\kia\follow-ups                                                                                                   |          4 |        140 |         10 |         13 |        163 |
| app\api\brands\kia\follow-ups (Files)                                                                                           |          1 |         53 |          0 |          4 |         57 |
| app\api\brands\kia\follow-ups\[id]                                                                                              |          1 |         45 |          1 |          3 |         49 |
| app\api\brands\kia\follow-ups\bookings                                                                                          |          1 |         21 |          2 |          3 |         26 |
| app\api\brands\kia\follow-ups\run-reminders                                                                                     |          1 |         21 |          7 |          3 |         31 |
| app\api\brands\kia\maintenance                                                                                                  |          1 |         61 |         21 |          8 |         90 |
| app\api\brands\kia\proforma                                                                                                     |          9 |      1,329 |         78 |        126 |      1,533 |
| app\api\brands\kia\proforma (Files)                                                                                             |          1 |        292 |          8 |         25 |        325 |
| app\api\brands\kia\proforma\[id]                                                                                                |          2 |        364 |         30 |         29 |        423 |
| app\api\brands\kia\proforma\[id] (Files)                                                                                        |          1 |        328 |         30 |         24 |        382 |
| app\api\brands\kia\proforma\[id]\preview                                                                                        |          1 |         36 |          0 |          5 |         41 |
| app\api\brands\kia\proforma\analytics                                                                                           |          1 |        139 |          0 |          9 |        148 |
| app\api\brands\kia\proforma\options                                                                                             |          1 |         95 |          6 |         13 |        114 |
| app\api\brands\kia\proforma\price-details                                                                                       |          1 |         34 |          0 |          6 |         40 |
| app\api\brands\kia\proforma\price-details\upload                                                                                |          1 |         34 |          0 |          6 |         40 |
| app\api\brands\kia\proforma\quote                                                                                               |          1 |        114 |          3 |         15 |        132 |
| app\api\brands\kia\proforma\settings                                                                                            |          1 |         27 |          0 |          6 |         33 |
| app\api\brands\kia\proforma\stock                                                                                               |          1 |        264 |         31 |         23 |        318 |
| app\api\brands\kia\sales-performance                                                                                            |          2 |         57 |          1 |          9 |         67 |
| app\api\brands\kia\sales-performance (Files)                                                                                    |          1 |         27 |          0 |          4 |         31 |
| app\api\brands\kia\sales-performance\targets                                                                                    |          1 |         30 |          1 |          5 |         36 |
| app\api\brands\kia\sales-report                                                                                                 |          3 |        178 |          0 |         31 |        209 |
| app\api\brands\kia\sales-report\freshness                                                                                       |          1 |         32 |          0 |          6 |         38 |
| app\api\brands\kia\sales-report\reports                                                                                         |          1 |         92 |          0 |         14 |        106 |
| app\api\brands\kia\sales-report\summary                                                                                         |          1 |         54 |          0 |         11 |         65 |
| app\api\brands\kia\service-appointment                                                                                          |          1 |        381 |          0 |         21 |        402 |
| app\api\brands\kia\stock                                                                                                        |          2 |         71 |          5 |         12 |         88 |
| app\api\brands\kia\stock-report                                                                                                 |          3 |        137 |          0 |         25 |        162 |
| app\api\brands\kia\stock-report\freshness                                                                                       |          1 |         36 |          0 |          6 |         42 |
| app\api\brands\kia\stock-report\reports                                                                                         |          1 |         63 |          0 |         11 |         74 |
| app\api\brands\kia\stock-report\summary                                                                                         |          1 |         38 |          0 |          8 |         46 |
| app\api\brands\kia\stock\bbnd-allot                                                                                             |          1 |         35 |          2 |          5 |         42 |
| app\api\brands\kia\stock\hold                                                                                                   |          1 |         36 |          3 |          7 |         46 |
| app\api\brands\kia\vehicle-tracker                                                                                              |          2 |        137 |          2 |         18 |        157 |
| app\api\brands\kia\vehicle-tracker (Files)                                                                                      |          1 |         86 |          1 |         11 |         98 |
| app\api\brands\kia\vehicle-tracker\[id]                                                                                         |          1 |         51 |          1 |          7 |         59 |
| app\api\brands\mg                                                                                                               |          6 |        603 |          0 |         68 |        671 |
| app\api\brands\mg\proforma                                                                                                      |          6 |        603 |          0 |         68 |        671 |
| app\api\brands\mg\proforma (Files)                                                                                              |          1 |        195 |          0 |         20 |        215 |
| app\api\brands\mg\proforma\[id]                                                                                                 |          2 |        130 |          0 |         17 |        147 |
| app\api\brands\mg\proforma\[id] (Files)                                                                                         |          1 |         94 |          0 |         12 |        106 |
| app\api\brands\mg\proforma\[id]\preview                                                                                         |          1 |         36 |          0 |          5 |         41 |
| app\api\brands\mg\proforma\analytics                                                                                            |          1 |        141 |          0 |         11 |        152 |
| app\api\brands\mg\proforma\options                                                                                              |          1 |        110 |          0 |         14 |        124 |
| app\api\brands\mg\proforma\settings                                                                                             |          1 |         27 |          0 |          6 |         33 |
| app\api\brands\platinum                                                                                                         |         18 |      9,414 |          6 |        672 |     10,092 |
| app\api\brands\platinum\business-excellence                                                                                     |         14 |      8,516 |          0 |        584 |      9,100 |
| app\api\brands\platinum\business-excellence (Files)                                                                             |          1 |        333 |          0 |         36 |        369 |
| app\api\brands\platinum\business-excellence\ai-summary                                                                          |          1 |        489 |          0 |         71 |        560 |
| app\api\brands\platinum\business-excellence\complaints                                                                          |          1 |      1,099 |          0 |         35 |      1,134 |
| app\api\brands\platinum\business-excellence\freshness                                                                           |          1 |        197 |          0 |          6 |        203 |
| app\api\brands\platinum\business-excellence\open-ro                                                                             |          1 |        536 |          0 |         30 |        566 |
| app\api\brands\platinum\business-excellence\overview                                                                            |          1 |      1,642 |          0 |         75 |      1,717 |
| app\api\brands\platinum\business-excellence\performance-intelligence                                                            |          1 |        460 |          0 |         30 |        490 |
| app\api\brands\platinum\business-excellence\ro-billing-analysis                                                                 |          1 |      1,745 |          0 |        149 |      1,894 |
| app\api\brands\platinum\business-excellence\rows                                                                                |          1 |         19 |          0 |          5 |         24 |
| app\api\brands\platinum\business-excellence\service-dashboard-export                                                            |          1 |         36 |          0 |          5 |         41 |
| app\api\brands\platinum\business-excellence\service-dashboard-preview                                                           |          1 |         31 |          0 |          5 |         36 |
| app\api\brands\platinum\business-excellence\sot                                                                                 |          1 |        469 |          0 |         35 |        504 |
| app\api\brands\platinum\business-excellence\workshop-performance                                                                |          1 |      1,428 |          0 |         96 |      1,524 |
| app\api\brands\platinum\business-excellence\workshop-summary                                                                    |          1 |         32 |          0 |          6 |         38 |
| app\api\brands\platinum\warranty-claims                                                                                         |          4 |        898 |          6 |         88 |        992 |
| app\api\brands\platinum\warranty-claims (Files)                                                                                 |          1 |        629 |          6 |         70 |        705 |
| app\api\brands\platinum\warranty-claims\actions                                                                                 |          1 |        201 |          0 |         13 |        214 |
| app\api\brands\platinum\warranty-claims\dealer-mappings                                                                         |          1 |         35 |          0 |          3 |         38 |
| app\api\brands\platinum\warranty-claims\evidence                                                                                |          1 |         33 |          0 |          2 |         35 |
| app\api\brands\platinum\warranty-claims\evidence\[id]                                                                           |          1 |         33 |          0 |          2 |         35 |
| app\api\business-excellence                                                                                                     |          2 |         12 |          0 |          6 |         18 |
| app\api\business-excellence (Files)                                                                                             |          1 |          6 |          0 |          3 |          9 |
| app\api\business-excellence\ro-billing-analysis                                                                                 |          1 |          6 |          0 |          3 |          9 |
| app\api\ca                                                                                                                      |          3 |         90 |          0 |         14 |        104 |
| app\api\ca\petty-cash                                                                                                           |          1 |         34 |          0 |          5 |         39 |
| app\api\ca\purchase-orders                                                                                                      |          1 |         32 |          0 |          5 |         37 |
| app\api\ca\summary                                                                                                              |          1 |         24 |          0 |          4 |         28 |
| app\api\cockpit                                                                                                                 |          1 |         21 |          0 |          4 |         25 |
| app\api\finance                                                                                                                 |          6 |        297 |         36 |         39 |        372 |
| app\api\finance\[proformaId]                                                                                                    |          1 |         77 |          2 |          6 |         85 |
| app\api\finance\bank-options                                                                                                    |          1 |         18 |          0 |          3 |         21 |
| app\api\finance\payouts                                                                                                         |          3 |        181 |         34 |         27 |        242 |
| app\api\finance\payouts (Files)                                                                                                 |          1 |         37 |          9 |          6 |         52 |
| app\api\finance\payouts\[id]                                                                                                    |          1 |         40 |         11 |         10 |         61 |
| app\api\finance\payouts\export                                                                                                  |          1 |        104 |         14 |         11 |        129 |
| app\api\finance\queue                                                                                                           |          1 |         21 |          0 |          3 |         24 |
| app\api\health                                                                                                                  |          1 |         33 |          2 |          5 |         40 |
| app\api\maintenance                                                                                                             |          1 |         32 |         15 |          8 |         55 |
| app\api\maintenance\user-deactivation                                                                                           |          1 |         32 |         15 |          8 |         55 |
| app\api\petty-cash                                                                                                              |         12 |        337 |          1 |         65 |        403 |
| app\api\petty-cash (Files)                                                                                                      |          1 |         17 |          0 |          4 |         21 |
| app\api\petty-cash\allocations                                                                                                  |          2 |         38 |          0 |          8 |         46 |
| app\api\petty-cash\allocations (Files)                                                                                          |          1 |         19 |          0 |          4 |         23 |
| app\api\petty-cash\allocations\current                                                                                          |          1 |         19 |          0 |          4 |         23 |
| app\api\petty-cash\approvals                                                                                                    |          1 |         27 |          1 |          6 |         34 |
| app\api\petty-cash\categories                                                                                                   |          1 |         16 |          0 |          4 |         20 |
| app\api\petty-cash\expenses                                                                                                     |          2 |         64 |          0 |         11 |         75 |
| app\api\petty-cash\expenses (Files)                                                                                             |          1 |         46 |          0 |          8 |         54 |
| app\api\petty-cash\expenses\[id]                                                                                                |          1 |         18 |          0 |          3 |         21 |
| app\api\petty-cash\expenses\[id]\workflow                                                                                       |          1 |         18 |          0 |          3 |         21 |
| app\api\petty-cash\reports                                                                                                      |          1 |         19 |          0 |          4 |         23 |
| app\api\petty-cash\requests                                                                                                     |          2 |         64 |          0 |         11 |         75 |
| app\api\petty-cash\requests (Files)                                                                                             |          1 |         46 |          0 |          8 |         54 |
| app\api\petty-cash\requests\[id]                                                                                                |          1 |         18 |          0 |          3 |         21 |
| app\api\petty-cash\requests\[id]\workflow                                                                                       |          1 |         18 |          0 |          3 |         21 |
| app\api\petty-cash\status                                                                                                       |          1 |         17 |          0 |          4 |         21 |
| app\api\petty-cash\upload                                                                                                       |          1 |         75 |          0 |         13 |         88 |
| app\api\purchase-orders                                                                                                         |          6 |      1,465 |         14 |        234 |      1,713 |
| app\api\purchase-orders (Files)                                                                                                 |          1 |        524 |          4 |         92 |        620 |
| app\api\purchase-orders\approve                                                                                                 |          1 |         74 |          7 |         17 |         98 |
